Nº Contrato;Apelido Cliente;Nome Cliente;Categoria Cliente;Contato;Fone;Email;Referência;Status;Tipo Contrato;Início Vigência;Fim Vigência;Data Cadastro;Próx. Reajuste;Obs
"2610";"39303409000112 HUMA GOTA CONFE";"HUMA GOTA CONFECCOES LTDA EPP";;"Financeiro";"(27)33404092";"financeiro@sipola.com.brnfs01@atasistemas.com.br";"Valor R$ 519,76 - Mensal Ponto Web 70F + app";"ATIVO";"Ponto Secullum";"17/05/2024";"17/05/2026";"08/11/2024 11:23";"17/05/2026";"Descrição: Contrato de manutenção de sistema de ponto.||03/06/25 Renovação por IGPM. Acréscimo de 8,51%. Passando de R$479,00 para R$519,76.||Licença Mensal do Software Web de Gerenciamento de Ponto Secullum Ultimate ( Até 70|funcionários ) + Aplicativo para smartphone (Android e iOS) + Suporte Remoto Total|||Obs: Cliente com GESTÃO DE ARQUIVOS habilitada. Ao efetuar os upgrades, lembrar de analisar o registro do cliente na Secullum. Nesse caso será necessário acrescentar o valor de R$ 8,50 para o pacote de 10 funcionários ativos."
"2708";"09603526000130 J C DISTRIBUIDO";"J C DISTRIBUIDORA DE DIVISORIAS LTDA";;"Financeiro";"27 992415036";"rh@redeced.com.brrh@jcdivisorias.com.brjcdivisorias@bol.com.brcontasapagar@redeced.com.brnfs01@atasistemas.com.br";"Active - Mensal Ponto Web";"ATIVO";"Ponto Secullum";"18/07/2024";"18/07/2026";"08/11/2024 11:23";"18/07/2026";"Descrição: Contrato de manutenção de sistema de ponto.||19/08/2025 - Renovação por IGPM. Acréscimo de 4,39%. Passando de R$340,87 para R$355,85.||* 02/05/2023 - Adicional +10 funcionários, passando de 60 para 70 ativos.|Acréscimo de R$ 51,00,  passando de R$ 277,35 para o valor mensal de R$ 328,35.||* 17/02/2021 - Orçamento 11482 ( + R$ 45,00/mês )|Adicional +10 funcionários, passando de 50 para 60 ativos.||- Licença Mensal do Ponto Secullum Web ( Até 50 funcionários ativos )|- Serviço técnico de apoio e suporte remoto.||JC DISTRIBUIDORA DE DIVISORIAS LTDA  ( 10 funcionários ) |CNPJ : 09.603.526.0001/30||PERFILADOS SERRA BRASIL INDUSTRIA COMERCIO & SERVICOS EIRELI (40 funcionários)|CNPJ : 16.734.256.0001/62||"
"2736";"07711318000120-JARDIM DA PENHA";"JARDIM DA PENHA ACADEMIA DE GINASTICA LTDA";;"Financeiro";;"contatoboaformajp@gmail.comfinanceiro@boaformajp.com.brnfs01@atasistemas.com.br";"Valor R$ 119,00  - Mensal RHiD";"ATIVO";"Ponto ControlID";"15/07/2024";"15/07/2026";"08/11/2024 11:23";"15/07/2026";"Descrição: Serviço de manutenção ao software de ponto.||Licença do software RHID ( 20 funcionários ativos ) + Serviço técnico de apoio e suporte remoto.||05/09/2025 Renovação por IGPM. Acréscimo de 4,39%. Passando de R$119,00 para R$124,23"
"2579";"24862934000109-MATEUS";"MATEUS A GONCALVES LTDA";;"finaneiro";"(27)3361-2939";"compras@ciadovidro.comvendas3@ciadovidro.comnfs01@atasistemas.com.br";"Valor R$172,53 Mensal  I TopPonto Web 20F";"CANCELADO";"Ponto Topdata";"15/05/2024";"15/05/2026";"08/11/2024 11:23";"15/05/2026";"Descrição: Serviço de manutenção ao software de ponto.|Licença do TopPonto Web ( 20 funcionários ativos ) + Serviço técnico de apoio e suporte remoto.|Renovação: automática no IGP-M|19/09/2025 - CANCELAMENTO DA LICENÇA NA TOPDATA - INADIMPLENCIA.|15/05/25 - Renovação por IGPM. Acréscimo de 8,51%. Passando de R$159,00 para R$172,53"
"2337";"11174215000145 MC AGRICOLA LTD";"MC AGRICOLA LTDA";;"Financeiro";"(27) 3273-1987";"rh@marzolapapaya.com.brfiscal@marzolapapaya.com.brfinanceiro@marzolapapaya.com.brnfs01@atasistemas.com.br";"Valor R$374,26 Mensal | RHiD";"ATIVO";"Ponto ControlID";"15/12/2023";"15/12/2026";"08/11/2024 11:23";"15/12/2026";"Charles | (27) 3273-1987 (27)99999-3398|Descrição: Serviço de manutenção ao software de ponto.||- Licença do Software RHiD ( 110 funcionários ativos ) + Serviço técnico de apoio e suporte remoto.|||17/12/2024 - RENOVADO CONTRATO REAJUSTE 6,32% "
"2581";"03314511000176 MCI COMERCIO DE";"MCI COMERCIO DE MATERIAIS CIRURGICOS LTDA";;"Financeiro";;"direcao@mci.natal.brdeborahmirandaconsultoria@gmail.comnfs01@atasistemas.com.br";"Valor R$ 161,79 I Active - Mensal Ponto Web";"ATIVO";"Ponto Secullum";"15/04/2024";"15/04/2026";"08/11/2024 11:23";"15/04/2026";"Descrição: Serviço de manutenção ao software de ponto.||Licença do Ponto Secullum Web Pro ( 10 funcionários ativos ) + Serviço técnico de apoio e suporte remoto.||04/06/25 - Renovação por IGPM. Acréscimo de 8,58%. Passando de R$149,00 para R$161,79||"
"2773";"14352879000145 METALFIL SERVIC";"METALFIL SERVICOS LTDA";;"Financeiro";"2721410879";"rosiane@metalfil.com.bradministrativo@metalfil.com.brnfs01@atasistemas.com.br";"Valor R$138,06 - Mensal RHiD";"ATIVO";"Ponto ControlID";"18/09/2024";"18/09/2026";"07/11/2024 18:05";"18/09/2026";"Descrição|Instalação, configuração e implantação de:|1 (um) | Coletor de Ponto iDFace|RHID ( Até 20 funcionários ativos 02 CNPJS|* FATURAMENTO considerar: ASSISTÊNCIA TÉCNICA -PONTO||22/09/2025 - Renovação por IGPM. Acréscimo de 3,03%. Passando de R$134,00 para R$138,06."
"2635";"43909640000121_MRD MATERIAL";"MRD MATERIAL DE CONSTRUCAO LTDA";;"FINANCEIRO";;"mrdcomprasadm@gmail.comnfs01@atasistemas.com.br";"INADIMPLENTE I CANCELADO I Valor 139,00 Mensal I RHiD 10F";"CANCELADO";"Ponto ControlID";"15/05/2024";"15/05/2025";"08/11/2024 11:23";"15/05/2025";"Descrição: Serviço de manutenção ao software de ponto.|Licença do Software RHiD ( 10 funcionários ativos ) + Serviço técnico de apoio e suporte remoto.||LINHA DO TEMPO:|24/03/2025 - Bloqueio do sistema e interrupção do faturamento em razão de inadimplemento das parcelas."
"2259";"32952821000114 PADARIA AROMAS";"PADARIA AROMAS DO TRIGO LTDA";;"Financeiro";"27 996427092";"aromasdotrigo@outlook.comnfs01@atasistemas.com.br";" Valor R$96,62 Mensal I RHiD SEM SUPORTE";"BLOQUEADO";"Ponto ControlID Sem Suporte";"22/09/2023";"22/09/2026";"08/11/2024 11:23";"22/09/2026";"Descrição: Contrato de manutenção de sistema de ponto.||- Licença Mensal do Software RHiD ( Até 20 funcionários )|*** SEM SUPORTE TÉCNICO||12/06/2025: BLOQ. POR INADIMPLÊNCIA.|02/07/2025: Desbloqueado após pagamento.||06/10/2025 - Renovação por IGPM. Acréscimo de 7,42%. Passando de R$89,94 para R$96,62."
"2657";"10545759000103 PANIFICADORA FR";"PANIFICADORA FRANCISMARY LTDA";;"Financeiro";"(27)3241-2046";"fadamislene@gmail.commaria.francismary.aparecida1@gmail.comnfs01@atasistemas.com.br";"Active - Mensal Henry";"ATIVO";"Outros Mensal";"16/06/2024";"16/06/2026";"08/11/2024 11:23";"16/06/2026";"Descrição: Contrato de manutenção de sistema de ponto.||- Licença Mensal do Software Henry Ponto Gold + App ( Até 10 funcionários )|- Serviço técnico de apoio e suporte remoto.  **Contrato alterado de Henry Ponto para Software Web de Gerenciamento Ponto Secullum **||04/08/2025 - Renovação por índice IGPM. Acréscimo de 7,02%. Passando de R$149,00 para R$159,47"
"2828";"29946821000105 PEISINO AUTO PO";"PEISINO AUTO POSTO & SERVICOS LTDA";;"Financeiro";"27997951315";"peisinoautoposto@gmail.comnfs01@atasistemas.com.br";"Valor R$122,61 Mensal | TopPonto Web (QR)";"ATIVO";"Ponto Topdata";"10/09/2024";"10/09/2026";"07/11/2024 18:05";"10/09/2026";"Descrição: Serviço de manutenção ao software de ponto.|Licença do TopPonto Web ( 20 funcionários ativos | 2 CNPJs ) + Serviço técnico de apoio e suporte remoto.||21/10/2025 - Renovação por IGPM. Acréscimo de 3,03%. Passando de R$119,00 para R$122,61.|Os valores do índice utilizados neste cálculo foram:|Setembro-2024 = 0,62% Outubro-2024 = 1,52% Novembro-2024 = 1,30% Dezembro-2024 = 0,94% Janeiro-2025 = 0,27% Fevereiro-2025 = 1,06% Março-2025 = -0,34% Abril-2025 = 0,24% Maio-2025 = -0,49% Junho-2025 = -1,67% Julho-2025 = -0,77% Agosto-2025 = 0,36%.|Valor atualizado  =  valor * fator  =  R$119,00 * 1,030332|Valor atualizado  =  R$122,61"
"2548";"40567909000140 POSTO DE MOLAS";"POSTO DE MOLAS DAIANA LTDA";;"Financeiro";"(27)3344-0822";"postodemolasdaiana@hotmail.comnfs01@atasistemas.com.br";"Valor R$ 142,15 I Active - Mensal Ponto Web";"ATIVO";"Ponto Secullum";"05/04/2024";"05/04/2026";"08/11/2024 11:23";"05/04/2026";"Viana INCIDÊNCIA|Descrição: Contrato de manutenção de sistema de ponto.||- Licença Mensal do Ponto Secullum Web ( Até 20 funcionários )|- Serviço técnico de apoio e suporte remoto."
"2534";"44612175000125 PRINCIPAL SERVI";"PRINCIPAL SERVICOS E LOGISTICA LTDA";;"Financeiro";;"atendimento@principal.vix.brnfs01@atasistemas.com.br";"Active - Locação iDClass + RHiD";"ATIVO";"Ponto ControlID + Locação REP";"17/02/2024";"17/02/2027";"08/11/2024 11:23";"17/02/2027";"Descrição: Locação de equipamentos de controle de ponto.||- 23/02/2022 - O contrato foi cedido pela empresa CHEGATTO.||- Locação de REP Control ID iDClass Biometria e Proximidade (NS: 00014003750140827 )|- Licença Mensal do Software RHiD ( Até 20 funcionários ativos )|- Serviço técnico de apoio e suporte remoto."
"2706";"QUALY COMPANY DISTRIBUIDORA DE";"QUALY COMPANY DISTRIBUIDORA DE ALMENTOS LTDA";;"financeiro";;"rh@qualycompany.com.br";"Valor R$ 369,00 - Mensal Ponto Web";"CANCELADO";"Ponto Secullum";"15/07/2024";"15/07/2025";"07/11/2024 18:05";"15/07/2025";"Descrição: Contrato de Manutenção de Sistema de Ponto ||*23/08/2023 - Adicional de +30 funcionários ativos no Ponto Secullum Web, passando de 30 para 60 funcionários. Acréscimo de R$130,00, passando de R$239 para R$369/mês.||Licença Mensal do Software Web"
"2194";"11172669000187-RS AZEVEDO P";"R. S. AZEVEDO PETISCO DA VILA BAR E LANCHONETE";;"financeiro";;"rspetisco@gmail.com";"Active - Mensal Ponto Web";"CANCELADO";"Ponto Secullum";"14/09/2023";"14/09/2024";"08/11/2024 11:23";"14/09/2024";"Descrição: Contrato de manutenção de sistema de ponto.||Licença Mensal do Software Web de Gerenciamento de Ponto Secullum ( Até 10 funcionários ) + Aplicativo para smartphone (Android e iOS) + Suporte Remoto Total"
"2664";"06901327781 RAFAEL EVALD";"RAFAEL EVALD";;"Financeiro";"27 99824-7856";"rafael_evaldm@hotmail.commariliaborlot@hotmail.comnfs01@atasistemas.com.br";"Active - Mensal TopPonto Web";"ATIVO";"Ponto Topdata";"10/07/2024";"10/07/2026";"07/11/2024 18:05";"10/07/2026";"Descrição: Serviço de manutenção ao software de ponto.|Licença do TopPonto Web ( 20 funcionários ativos ) + Serviço técnico de apoio e suporte remoto.||25/07/2025 - Renovação por IGPM. Acréscimo de 4,39%. Passando de R$119,00 para R$124,23"
"2265";"36411843000128 RV VIDROS";"RV VIDROS LTDA";;"Financeiro";"(21)2141-2840";"rh@gruporvvidros.com.brfinanceiro@gruporvvidros.com.brgabriela.malavasi@gruporvvidros.com.branna.rodrigues@gruporvvidros.com.brnfs01@atasistemas.com.br";"Valor R$ 118,18 (Rateio 3 / R$ 332,74) Mensal I RHID 80F";"ATIVO";"Ponto ControlID";"07/11/2023";"07/11/2026";"08/11/2024 11:23";"07/11/2026";"Descrição: Contrato de manutenção de sistema de ponto.||IMPORTANTE: - O cliente fará o rateio do valor de R$ 332,74 mensais entre as 3 (três) empresas do grupo.|36.411.843/0001-28 RV VIDROS MATRIZ | R$ 110,91 mensais|36.411.843/0002-09 RV VIDROS FILIAL | R$ 110,91 mensais|26.030.751/0001-44 UA TRANSPORTES | R$ 110,91 mensais|||Linha do Tempo:||13/11/2025 - Renovação por IGPM.|Em percentual:   6,5556%|Em fator de multiplicação:   1,065556|Os valores do índice utilizados neste cálculo foram:|Novembro-2023 = 0,59% Dezembro-2023 = 0,74% Janeiro-2024 = 0,07% Fevereiro-2024 = -0,52% Março-2024 = -0,47% Abril-2024 = 0,31% Maio-2024 = 0,89% Junho-2024 = 0,81% Julho-2024 = 0,61% Agosto-2024 = 0,29% Setembro-2024 = 0,62% Outubro-2024 = 1,52% Novembro-2024 = 1,30% Dezembro-2024 = 0,94% Janeiro-2025 = 0,27% Fevereiro-2025 = 1,06% Março-2025 = -0,34% Abril-2025 = 0,24% Maio-2025 = -0,49% Junho-2025 = -1,67% Julho-2025 = -0,77% Agosto-2025 = 0,36% Setembro-2025 = 0,42% Outubro-2025 = -0,36%.|Valor atualizado  =  valor * fator  =  R$110,91 * 1,065556|Valor atualizado  =  R$118,18||- 20/03/2025 - Downgrade da licença para - 20 funcionários ativos, passando de 100 para até 80 funcionários ativos. Decréscimo de R% 50,00, passando de R$ 382,74 para R$ 332,74.|- 30/10/2024 - Upgrade da licença para +10 funcionários ativos, passando de 90 para 100 funcionários no total. Acréscimo de R$ 25,00 passando de R$ 357,74 para R$ 382,74/mês.|- 02/04/2024 - Upgrade da licença para +10 funcionários ativos, passando de 70 para 80 funcionários no total. Acréscimo de R$ 25,00 passando de R$ 279,00 para R$ 304,00/mês.|- 13/10/2023 - Upgrade da"
"2730";"36411843000128 RV VIDROS";"RV VIDROS LTDA";;"FINANCEIRO";"(21)2141-2840";"rh@gruporvvidros.com.brgabriela.malavasi@gruporvvidros.com.brnfs01@atasistemas.com.br";"Active - Locação Mensal Acesso com Suporte Remoto";"CANCELADO";"Acesso Locação SW + Manutenção";"15/07/2024";"15/07/2025";"08/11/2024 11:23";"15/07/2025";"Migração para o para o CNPJ 36411843000209||Descrição: Serviço de manutenção ao software de acesso.|Licença do Secullum Acesso ( 200 | 2 equipamentos ) + Serviço técnico de apoio e suporte remoto."
"2498";"28165272000160 ASSIST VELHICE";"SOCIEDADE DE ASSISTENCIA A VELHICE DESAMPARADA";;"financeiro";;"financeiro@asilodevitoria.org.brnfs01@atasistemas.com.br";"CONTRATO PRESTADO DE FORMA GRATUITA.";"ATIVO";"Ponto ControlID";"17/03/2024";"17/03/2026";"08/11/2024 11:23";"17/03/2026";"Descrição: Contrato de manutenção de sistema de ponto.|||- Licença Mensal do software de ponto RHiD ( Até 90 funcionários )|- Serviço técnico de apoio e suporte remoto.||16/04/2025 - Serviço será prestado gratuitamente, conforme e-mail do João. (16/04)"
"2593";"20601013000123_SONHAR CALCADOS";"SONHAR CALCADOS LTDA";;"financeiro";;"sonharcalcados@hotmail.com";"INTERROMPIDO | Active - Mensal Ponto Web";"CANCELADO";"Ponto Secullum";"17/04/2024";"17/04/2026";"08/11/2024 11:23";"17/04/2026";"19/05/25 Contrato renovado por IGPM. Acréscimo de 8,58%. Passando de R$273,92 para R$297,44||Descrição: Contrato de manutenção de sistema de ponto.||- Licença Mensal do Ponto Secullum Web ( Até 50 funcionários )|- Serviço técnico de apoio e suporte remoto."
"2531";"23735550000154 SORAIA BARBOSA";"SORAIA BARBOSA SILVA LANCHONETE";;"Financeiro";;"azevedop.4144@gmail.comnfs01@atasistemas.com.br";"Active - Mensal TopPonto Web";"CANCELADO";"Ponto Topdata";"01/04/2024";"01/04/2026";"08/11/2024 11:23";"01/04/2026";"Descrição: Contrato de manutenção de sistema de ponto.|- Licença Mensal do Software de Gerenciamento de Ponto Topdata ( Até 20 funcionários )|- Aplicativo para smartphone (Android e iOS)|- Suporte Remoto Total.|** Mensalidade de R$159,00."
"2763";"51496998000106-SUPER PARK COND";"SUPER PARK CONDOMINIO LOGISTICO LTDA";;"Financeiro";"(27)2018-5004";"fiscal@atacadez.com.brnfs01@atasistemas.com.br";"Valor R$234,38 Mensal I RHID 50F";"ATIVO";"Ponto ControlID";"07/09/2024";"07/09/2026";"08/11/2024 11:23";"07/09/2026";"Descrição:  Contrato Manutenção de Sistema de Ponto |Licença Mensal do Software Web de Gerenciamento de Ponto Control ID ( Até 30 funcionários ) + Aplicativo||LINHA DO TEMPO:|*17/03/2025 - Upgrade no software RHID. Acréscimo de 10 funcionários, passando de 40 para 50 funcionários ativos. Acréscimo de R$ 20,00, passando de R$ 207,48  para o valor mensal de R$ 227,48 |*12/01/2024 - Upgrade no software RHID. Adicional de +10 funcionários ativos, passando de 30 para 40 funcionários ativos. Acréscimo de R$ 20,00, passando de R$ 179,00 para R$ 199,00 mensal.||06/10/2025 - Renovação por IGPM. Acréscimo de 3,03%. Passando de R$227,48 para R$234,48"
"2573";"27426700000107 SUPERTICKET TEC";"SUPERTICKET TECNOLOGIA LTDA";;"Financeiro";;"nelson.bezerra@zig.funjessica.sperto@zig.funnfs01@atasistemas.com.br";"Valor R$ 194,37 Mensal I RHID 30F";"CANCELADO";"Ponto ControlID";"19/04/2024";"19/04/2026";"07/11/2024 18:05";"19/04/2026";"Linha do tempo:|02/05/2025: Renovação pelo IGPM de 8,58% passando de R$179,00 para R$194,37|12/06/2025: Bloq. por inadimplência.|25/06/2025: Desbloq. após adimplência.||Descrição:  Contrato de manutenção de sistema de ponto.|Licença do Software RHiD ( Até 30 funcionários ) + App para smartphone|(Android e iOS) + Suporte Remoto Total"
"2602";"UNION EXPRESS - VILA PLATINA";"UNION EXPRESS - VILA PLATINA";;"financeiro";;"ronaldogiorno.centrodapraia@gmail.comfinanceiro2@confianca.adm.bradm.centrodapraia@outlook.com";"Valor R$ 116,52 - Mensal Ponto Web 20F";"ATIVO";"Ponto Secullum";"22/05/2024";"22/05/2025";"08/11/2024 11:23";"22/05/2025";"Descrição: Contrato de manutenção de sistema de ponto.|Renovar no IGP-M||- Licença Mensal do Ponto Secullum Web ( Até 20 funcionários )|- Serviço técnico de apoio e suporte remoto."
"2772";"02284444000121 VAMTEC VITORIA";"VAMTEC VITORIA LTDA";;"Financeiro";"(27)3038-4600";"raphael.correa@vamtecgroup.comjosi.carneiro@vamtecgroup.comnfs01@atasistemas.com.br";"Valor R$515,17 - Mensal Suporte WAcesso (QR)";"ATIVO";"SERVIÇOS";"15/09/2024";"15/09/2026";"07/11/2024 18:05";"15/09/2026";"Atualização, reinstalação e contratação:|Software BMA WAcesso Empresa|Contrato de Manutenção, atualizações e evolução do software ( 1 Server | 3 Equipamentos)||*Faturamento: considerar SERVIÇO MENSAL DE MANUTENÇÃO DE EQUIPAMENTOS DE CONTROLE DE ACESSO||22/09/2025 - Renovação por IGPM. Acréscimo de 3,03%. Passando de R$500,00 para R$515,17"
"2626";"50098256000151-VILA LOGISTIC P";"VILA LOGISTIC PARK";;"Financeiro";"27996394057";"nfs01@atasistemas.com.br";"Active - Locação Mensal Acesso com Suporte Remoto";"ATIVO";"Acesso Locação SW + Manutenção";"03/06/2024";"03/06/2026";"07/11/2024 18:05";"03/06/2026";"Alteração de CNPJ de WIX PARTICIPACOES IMOBILIARIAS LTDA para 50098256000151 — VILA LOGISTIC PARK - 29/03/2023||Descrição: Contrato de manutenção ao sistema de controle de acesso.||- Licença Mensal do Secullum Acesso.Net ( 400 Pessoas / 02 Equipamentos )|- Serviço técnico de apoio e suporte remoto.||08/09/2022 - Adicional de +200 pessoas ativas passando para 600 pessoas - Passando o valor de R$ 299,00 para o valor de R$ 339,00.|05/10/2023 - Adicional de +200 pessoas ativas, passando de 600 para até 800 pessoas. Adicional de R$ 130,00 no contrato 2075 (SIGE), passando de R$ 339,00 para R$ 469,00 mensal. |18/01/2024 -  Adicional de +1200 pessoas ativas, passando de 800 para até 2000 pessoas. Adicional de R$ 70,00 no contrato 2075 (SIGE), passando de R$ 469,00 para R$ 539,00 mensal. ||*No portal da Secullum, o sistema está registrado no CNPJ 10.608.122/0001-19 ( WIX WIX PARTICIPACOES IMOBILIARIAS LTDA)||# Aditivo: Orçamento 24706  - Adicional de equipamento (+6 equipamentos): + R$ 210,00 (539,00 p/ 749,00 reais)||03/06/2025: Renovação pelo IPCA 5,53% - Passando de R$ 749,00 para R$ 790,42 mensal."
"2818";"50098256000151-VILA LOGISTIC P";"VILA LOGISTIC PARK";;"Financeiro";"27996394057";"nfs01@atasistemas.com.br";"Valor R$213,89 Mensal | Suporte e Manutenção - On Site";"ATIVO";"SERVIÇOS";"03/10/2024";"03/10/2026";"07/11/2024 18:05";"03/10/2026";"Descrição: Serviço mensal de manutenção de equipamentos de controle de acesso.||*Serviço Técnico de Manutenção Preventiva e Corretiva [ Suporte Total ]:|Fica estabelecido 01 (uma) visita técnica bimestral espontânea para manutenção preventiva em todos os equipamentos.|As manutenções corretivas serão efetuadas sem custos adicionais por visitas ou horas técnica.|02 (duas) Catracas Topdata Revolution 4 LC ( Biometria + Proximidade 125kHz )||01 -  Contrato de manutenção ao equipamento de controle de acesso.|Alteração de CNPJ de WIX PARTICIPACOES IMOBILIARIAS LTDA para 50098256000151 — VILA LOGISTIC PARK - 29/03/2023||14/10/2025 - Renovação por IGPM. Acréscimo de 2,82%. Passando de R$208,01 para R$213,89."
"2765";"38331904000172 W A MEIRELES MO";"W A MEIRELES MONERAT ACADEMIA";;"Financeiro";"27-99869-6085";"walteres.alves@hotmail.comnfs01@atasistemas.com.br";"Valor R$ 154,44 - Mensal Academia sem App";"ATIVO";"Acesso Manutenção";"30/08/2024";"30/08/2026";"07/11/2024 18:05";"30/08/2026";"Manutenção de Controle de Acesso:||Instalação,Treinamento remoto, configuração e implantação do software Secullum academia net 600 alunos 01 equipamento .|O cliente tem Catraca Fit 4 LC Biometria, Proximidade e Senha Topdata.||22/09/2025 - Renovação por IGPM. Acréscimo de 2,96%. Passando de R$150,00 para R$154,44."
